"pops","temps","wps","date","total_seeds","germ","start_date","census_date","day","cumulative_germ","cumulative_prop_germ"
"STBR3",40,-0.6,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"STBR3",40,-0.6,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"STBR3",40,-0.6,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"STBR3",40,-0.6,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"STBR3",40,-0.6,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"STBR3",40,-0.6,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"STBR3",40,-0.6,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"STBR3",40,-0.6,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"STBR3",40,-0.6,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"STBR3",40,-0.6,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"STBR3",40,-0.3,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"STBR3",40,-0.3,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"STBR3",40,-0.3,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"STBR3",40,-0.3,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"STBR3",40,-0.3,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"STBR3",40,-0.3,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"STBR3",40,-0.3,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"STBR3",40,-0.3,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"STBR3",40,-0.3,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"STBR3",40,-0.3,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"STBR3",40,-0.3,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"STBR3",40,-0.3,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"STBR3",40,-0.3,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"STBR3",40,-0.3,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"STBR3",40,-0.3,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"STBR3",40,-0.3,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"STBR3",40,-0.3,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"STBR3",40,-0.3,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"STBR3",40,-0.3,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"STBR3",40,-0.3,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"STBR3",40,0,"June_6_2020",45,0,2020-06-05,2020-06-06,1,0,0
"STBR3",40,0,"June_7_2020",45,0,2020-06-05,2020-06-07,2,0,0
"STBR3",40,0,"June_8_2020",45,0,2020-06-05,2020-06-08,3,0,0
"STBR3",40,0,"June_9_2020",45,0,2020-06-05,2020-06-09,4,0,0
"STBR3",40,0,"June_10_2020",45,0,2020-06-05,2020-06-10,5,0,0
"STBR3",40,0,"June_11_2020",45,0,2020-06-05,2020-06-11,6,0,0
"STBR3",40,0,"June_12_2020",45,0,2020-06-05,2020-06-12,7,0,0
"STBR3",40,0,"June_13_2020",45,0,2020-06-05,2020-06-13,8,0,0
"STBR3",40,0,"June_14_2020",45,0,2020-06-05,2020-06-14,9,0,0
"STBR3",40,0,"June_15_2020",45,0,2020-06-05,2020-06-15,10,0,0
"STBR3",40,0,"June_16_2020",45,0,2020-06-05,2020-06-16,11,0,0
"STBR3",40,0,"June_17_2020",45,0,2020-06-05,2020-06-17,12,0,0
"STBR3",40,0,"June_18_2020",45,0,2020-06-05,2020-06-18,13,0,0
"STBR3",40,0,"June_19_2020",45,0,2020-06-05,2020-06-19,14,0,0
"STBR3",40,0,"June_22_2020",45,0,2020-06-05,2020-06-22,17,0,0
"STBR3",40,0,"June_24_2020",45,0,2020-06-05,2020-06-24,19,0,0
"STBR3",40,0,"June_26_2020",45,0,2020-06-05,2020-06-26,21,0,0
"STBR3",40,0,"June_29_2020",45,0,2020-06-05,2020-06-29,24,0,0
"STBR3",40,0,"July_1_2020",45,0,2020-06-05,2020-07-01,26,0,0
"STBR3",40,0,"July_3_2020",45,0,2020-06-05,2020-07-03,28,0,0
"STDI",5,-0.6,"June_6_2020",49,0,2020-06-05,2020-06-06,1,0,0
"STDI",5,-0.6,"June_7_2020",49,0,2020-06-05,2020-06-07,2,0,0
"STDI",5,-0.6,"June_8_2020",49,0,2020-06-05,2020-06-08,3,0,0
"STDI",5,-0.6,"June_9_2020",49,0,2020-06-05,2020-06-09,4,0,0
"STDI",5,-0.6,"June_10_2020",49,0,2020-06-05,2020-06-10,5,0,0
"STDI",5,-0.6,"June_11_2020",49,0,2020-06-05,2020-06-11,6,0,0
"STDI",5,-0.6,"June_12_2020",49,0,2020-06-05,2020-06-12,7,0,0
"STDI",5,-0.6,"June_13_2020",49,0,2020-06-05,2020-06-13,8,0,0
"STDI",5,-0.6,"June_14_2020",49,0,2020-06-05,2020-06-14,9,0,0
"STDI",5,-0.6,"June_15_2020",49,0,2020-06-05,2020-06-15,10,0,0
"STDI",5,-0.6,"June_16_2020",49,0,2020-06-05,2020-06-16,11,0,0
"STDI",5,-0.6,"June_17_2020",49,0,2020-06-05,2020-06-17,12,0,0
"STDI",5,-0.6,"June_18_2020",49,0,2020-06-05,2020-06-18,13,0,0
"STDI",5,-0.6,"June_19_2020",49,0,2020-06-05,2020-06-19,14,0,0
"STDI",5,-0.6,"June_22_2020",49,0,2020-06-05,2020-06-22,17,0,0
"STDI",5,-0.6,"June_24_2020",49,0,2020-06-05,2020-06-24,19,0,0
"STDI",5,-0.6,"June_26_2020",49,0,2020-06-05,2020-06-26,21,0,0
"STDI",5,-0.6,"June_29_2020",49,0,2020-06-05,2020-06-29,24,0,0
"STDI",5,-0.6,"July_1_2020",49,0,2020-06-05,2020-07-01,26,0,0
"STDI",5,-0.6,"July_3_2020",49,0,2020-06-05,2020-07-03,28,0,0
"STDI",5,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",5,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",5,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",5,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"STDI",5,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"STDI",5,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"STDI",5,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"STDI",5,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"STDI",5,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"STDI",5,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"STDI",5,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"STDI",5,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"STDI",5,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"STDI",5,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"STDI",5,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"STDI",5,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"STDI",5,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"STDI",5,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"STDI",5,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"STDI",5,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"STDI",5,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",5,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",5,0,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",5,0,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"STDI",5,0,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"STDI",5,0,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"STDI",5,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"STDI",5,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"STDI",5,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"STDI",5,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"STDI",5,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"STDI",5,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"STDI",5,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"STDI",5,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"STDI",5,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"STDI",5,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"STDI",5,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"STDI",5,0,"June_29_2020",50,1,2020-06-05,2020-06-29,24,1,0.02
"STDI",5,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,1,0.02
"STDI",5,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,1,0.02
"STDI",10,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",10,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",10,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",10,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"STDI",10,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"STDI",10,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"STDI",10,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"STDI",10,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"STDI",10,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"STDI",10,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"STDI",10,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"STDI",10,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"STDI",10,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"STDI",10,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"STDI",10,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"STDI",10,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"STDI",10,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"STDI",10,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"STDI",10,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"STDI",10,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"STDI",10,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",10,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",10,-0.3,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",10,-0.3,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"STDI",10,-0.3,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"STDI",10,-0.3,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"STDI",10,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"STDI",10,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"STDI",10,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"STDI",10,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"STDI",10,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"STDI",10,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"STDI",10,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"STDI",10,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"STDI",10,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"STDI",10,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"STDI",10,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"STDI",10,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"STDI",10,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"STDI",10,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"STDI",10,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",10,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",10,0,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",10,0,"June_9_2020",50,3,2020-06-05,2020-06-09,4,3,0.06
"STDI",10,0,"June_10_2020",50,2,2020-06-05,2020-06-10,5,5,0.1
"STDI",10,0,"June_11_2020",50,2,2020-06-05,2020-06-11,6,7,0.14
"STDI",10,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,7,0.14
"STDI",10,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,7,0.14
"STDI",10,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,7,0.14
"STDI",10,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,7,0.14
"STDI",10,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,7,0.14
"STDI",10,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,7,0.14
"STDI",10,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,7,0.14
"STDI",10,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,7,0.14
"STDI",10,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,7,0.14
"STDI",10,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,7,0.14
"STDI",10,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,7,0.14
"STDI",10,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,7,0.14
"STDI",10,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,7,0.14
"STDI",10,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,7,0.14
"STDI",15,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",15,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",15,-0.6,"June_8_2020",50,0,2020-06-05,2020-06-08,3,0,0
"STDI",15,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,0,0
"STDI",15,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,0,0
"STDI",15,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,0,0
"STDI",15,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,0,0
"STDI",15,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,0,0
"STDI",15,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,0,0
"STDI",15,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,0,0
"STDI",15,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,0,0
"STDI",15,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,0,0
"STDI",15,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,0,0
"STDI",15,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,0,0
"STDI",15,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,0,0
"STDI",15,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,0,0
"STDI",15,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,0,0
"STDI",15,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,0,0
"STDI",15,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,0,0
"STDI",15,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,0,0
"STDI",15,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",15,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",15,-0.3,"June_8_2020",50,2,2020-06-05,2020-06-08,3,2,0.04
"STDI",15,-0.3,"June_9_2020",50,1,2020-06-05,2020-06-09,4,3,0.06
"STDI",15,-0.3,"June_10_2020",50,3,2020-06-05,2020-06-10,5,6,0.12
"STDI",15,-0.3,"June_11_2020",50,3,2020-06-05,2020-06-11,6,9,0.18
"STDI",15,-0.3,"June_12_2020",50,0,2020-06-05,2020-06-12,7,9,0.18
"STDI",15,-0.3,"June_13_2020",50,0,2020-06-05,2020-06-13,8,9,0.18
"STDI",15,-0.3,"June_14_2020",50,0,2020-06-05,2020-06-14,9,9,0.18
"STDI",15,-0.3,"June_15_2020",50,0,2020-06-05,2020-06-15,10,9,0.18
"STDI",15,-0.3,"June_16_2020",50,0,2020-06-05,2020-06-16,11,9,0.18
"STDI",15,-0.3,"June_17_2020",50,0,2020-06-05,2020-06-17,12,9,0.18
"STDI",15,-0.3,"June_18_2020",50,0,2020-06-05,2020-06-18,13,9,0.18
"STDI",15,-0.3,"June_19_2020",50,0,2020-06-05,2020-06-19,14,9,0.18
"STDI",15,-0.3,"June_22_2020",50,0,2020-06-05,2020-06-22,17,9,0.18
"STDI",15,-0.3,"June_24_2020",50,0,2020-06-05,2020-06-24,19,9,0.18
"STDI",15,-0.3,"June_26_2020",50,0,2020-06-05,2020-06-26,21,9,0.18
"STDI",15,-0.3,"June_29_2020",50,0,2020-06-05,2020-06-29,24,9,0.18
"STDI",15,-0.3,"July_1_2020",50,0,2020-06-05,2020-07-01,26,9,0.18
"STDI",15,-0.3,"July_3_2020",50,0,2020-06-05,2020-07-03,28,9,0.18
"STDI",15,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",15,0,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",15,0,"June_8_2020",50,5,2020-06-05,2020-06-08,3,5,0.1
"STDI",15,0,"June_9_2020",50,6,2020-06-05,2020-06-09,4,11,0.22
"STDI",15,0,"June_10_2020",50,4,2020-06-05,2020-06-10,5,15,0.3
"STDI",15,0,"June_11_2020",50,0,2020-06-05,2020-06-11,6,15,0.3
"STDI",15,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,15,0.3
"STDI",15,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,15,0.3
"STDI",15,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,15,0.3
"STDI",15,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,15,0.3
"STDI",15,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,15,0.3
"STDI",15,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,15,0.3
"STDI",15,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,15,0.3
"STDI",15,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,15,0.3
"STDI",15,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,15,0.3
"STDI",15,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,15,0.3
"STDI",15,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,15,0.3
"STDI",15,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,15,0.3
"STDI",15,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,15,0.3
"STDI",15,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,15,0.3
"STDI",20,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",20,-0.6,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",20,-0.6,"June_8_2020",50,2,2020-06-05,2020-06-08,3,2,0.04
"STDI",20,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,2,0.04
"STDI",20,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,2,0.04
"STDI",20,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,2,0.04
"STDI",20,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,2,0.04
"STDI",20,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,2,0.04
"STDI",20,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,2,0.04
"STDI",20,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,2,0.04
"STDI",20,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,2,0.04
"STDI",20,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,2,0.04
"STDI",20,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,2,0.04
"STDI",20,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,2,0.04
"STDI",20,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,2,0.04
"STDI",20,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,2,0.04
"STDI",20,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,2,0.04
"STDI",20,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,2,0.04
"STDI",20,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,2,0.04
"STDI",20,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,2,0.04
"STDI",20,-0.3,"June_6_2020",49,0,2020-06-05,2020-06-06,1,0,0
"STDI",20,-0.3,"June_7_2020",49,0,2020-06-05,2020-06-07,2,0,0
"STDI",20,-0.3,"June_8_2020",49,6,2020-06-05,2020-06-08,3,6,0.122448979591837
"STDI",20,-0.3,"June_9_2020",49,7,2020-06-05,2020-06-09,4,13,0.26530612244898
"STDI",20,-0.3,"June_10_2020",49,0,2020-06-05,2020-06-10,5,13,0.26530612244898
"STDI",20,-0.3,"June_11_2020",49,0,2020-06-05,2020-06-11,6,13,0.26530612244898
"STDI",20,-0.3,"June_12_2020",49,0,2020-06-05,2020-06-12,7,13,0.26530612244898
"STDI",20,-0.3,"June_13_2020",49,0,2020-06-05,2020-06-13,8,13,0.26530612244898
"STDI",20,-0.3,"June_14_2020",49,0,2020-06-05,2020-06-14,9,13,0.26530612244898
"STDI",20,-0.3,"June_15_2020",49,0,2020-06-05,2020-06-15,10,13,0.26530612244898
"STDI",20,-0.3,"June_16_2020",49,1,2020-06-05,2020-06-16,11,14,0.285714285714286
"STDI",20,-0.3,"June_17_2020",49,0,2020-06-05,2020-06-17,12,14,0.285714285714286
"STDI",20,-0.3,"June_18_2020",49,1,2020-06-05,2020-06-18,13,15,0.306122448979592
"STDI",20,-0.3,"June_19_2020",49,0,2020-06-05,2020-06-19,14,15,0.306122448979592
"STDI",20,-0.3,"June_22_2020",49,0,2020-06-05,2020-06-22,17,15,0.306122448979592
"STDI",20,-0.3,"June_24_2020",49,0,2020-06-05,2020-06-24,19,15,0.306122448979592
"STDI",20,-0.3,"June_26_2020",49,0,2020-06-05,2020-06-26,21,15,0.306122448979592
"STDI",20,-0.3,"June_29_2020",49,0,2020-06-05,2020-06-29,24,15,0.306122448979592
"STDI",20,-0.3,"July_1_2020",49,0,2020-06-05,2020-07-01,26,15,0.306122448979592
"STDI",20,-0.3,"July_3_2020",49,0,2020-06-05,2020-07-03,28,15,0.306122448979592
"STDI",20,0,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",20,0,"June_7_2020",50,17,2020-06-05,2020-06-07,2,17,0.34
"STDI",20,0,"June_8_2020",50,15,2020-06-05,2020-06-08,3,32,0.64
"STDI",20,0,"June_9_2020",50,2,2020-06-05,2020-06-09,4,34,0.68
"STDI",20,0,"June_10_2020",50,3,2020-06-05,2020-06-10,5,37,0.74
"STDI",20,0,"June_11_2020",50,0,2020-06-05,2020-06-11,6,37,0.74
"STDI",20,0,"June_12_2020",50,0,2020-06-05,2020-06-12,7,37,0.74
"STDI",20,0,"June_13_2020",50,0,2020-06-05,2020-06-13,8,37,0.74
"STDI",20,0,"June_14_2020",50,0,2020-06-05,2020-06-14,9,37,0.74
"STDI",20,0,"June_15_2020",50,0,2020-06-05,2020-06-15,10,37,0.74
"STDI",20,0,"June_16_2020",50,0,2020-06-05,2020-06-16,11,37,0.74
"STDI",20,0,"June_17_2020",50,0,2020-06-05,2020-06-17,12,37,0.74
"STDI",20,0,"June_18_2020",50,0,2020-06-05,2020-06-18,13,37,0.74
"STDI",20,0,"June_19_2020",50,0,2020-06-05,2020-06-19,14,37,0.74
"STDI",20,0,"June_22_2020",50,0,2020-06-05,2020-06-22,17,37,0.74
"STDI",20,0,"June_24_2020",50,0,2020-06-05,2020-06-24,19,37,0.74
"STDI",20,0,"June_26_2020",50,0,2020-06-05,2020-06-26,21,37,0.74
"STDI",20,0,"June_29_2020",50,0,2020-06-05,2020-06-29,24,37,0.74
"STDI",20,0,"July_1_2020",50,0,2020-06-05,2020-07-01,26,37,0.74
"STDI",20,0,"July_3_2020",50,0,2020-06-05,2020-07-03,28,37,0.74
"STDI",25,-0.6,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",25,-0.6,"June_7_2020",50,2,2020-06-05,2020-06-07,2,2,0.04
"STDI",25,-0.6,"June_8_2020",50,6,2020-06-05,2020-06-08,3,8,0.16
"STDI",25,-0.6,"June_9_2020",50,0,2020-06-05,2020-06-09,4,8,0.16
"STDI",25,-0.6,"June_10_2020",50,0,2020-06-05,2020-06-10,5,8,0.16
"STDI",25,-0.6,"June_11_2020",50,0,2020-06-05,2020-06-11,6,8,0.16
"STDI",25,-0.6,"June_12_2020",50,0,2020-06-05,2020-06-12,7,8,0.16
"STDI",25,-0.6,"June_13_2020",50,0,2020-06-05,2020-06-13,8,8,0.16
"STDI",25,-0.6,"June_14_2020",50,0,2020-06-05,2020-06-14,9,8,0.16
"STDI",25,-0.6,"June_15_2020",50,0,2020-06-05,2020-06-15,10,8,0.16
"STDI",25,-0.6,"June_16_2020",50,0,2020-06-05,2020-06-16,11,8,0.16
"STDI",25,-0.6,"June_17_2020",50,0,2020-06-05,2020-06-17,12,8,0.16
"STDI",25,-0.6,"June_18_2020",50,0,2020-06-05,2020-06-18,13,8,0.16
"STDI",25,-0.6,"June_19_2020",50,0,2020-06-05,2020-06-19,14,8,0.16
"STDI",25,-0.6,"June_22_2020",50,0,2020-06-05,2020-06-22,17,8,0.16
"STDI",25,-0.6,"June_24_2020",50,0,2020-06-05,2020-06-24,19,8,0.16
"STDI",25,-0.6,"June_26_2020",50,0,2020-06-05,2020-06-26,21,8,0.16
"STDI",25,-0.6,"June_29_2020",50,0,2020-06-05,2020-06-29,24,8,0.16
"STDI",25,-0.6,"July_1_2020",50,0,2020-06-05,2020-07-01,26,8,0.16
"STDI",25,-0.6,"July_3_2020",50,0,2020-06-05,2020-07-03,28,8,0.16
"STDI",25,-0.3,"June_6_2020",50,0,2020-06-05,2020-06-06,1,0,0
"STDI",25,-0.3,"June_7_2020",50,0,2020-06-05,2020-06-07,2,0,0
"STDI",25,-0.3,"June_8_2020",50,2,2020-06-05,2020-06-08,3,2,0.04
"STDI",25,-0.3,"June_9_2020",50,2,2020-06-05,2020-06-09,4,4,0.08
"STDI",25,-0.3,"June_10_2020",50,10,2020-06-05,2020-06-10,5,14,0.28
